episode,round,investment,repay_prop,repayment,tripled_amount,investor_gain,trustee_gain
780,9,20.0,0.25,15.0,60.0,15.0,45.0
780,10,15.0,0.25,11.25,45.0,16.25,33.75
781,1,10.0,0.25,7.5,30.0,17.5,22.5
781,2,10.0,0.25,7.5,30.0,17.5,22.5
781,3,20.0,0.25,15.0,60.0,15.0,45.0
781,4,20.0,0.75,45.0,60.0,45.0,15.0
781,5,15.0,0.25,11.25,45.0,16.25,33.75
781,6,20.0,0.25,15.0,60.0,15.0,45.0
781,7,20.0,1.0,60.0,60.0,60.0,0.0
781,8,15.0,0.75,33.75,45.0,38.75,11.25
781,9,20.0,0.25,15.0,60.0,15.0,45.0
781,10,20.0,0.5,30.0,60.0,30.0,30.0
782,1,20.0,0.25,15.0,60.0,15.0,45.0
782,2,20.0,0.25,15.0,60.0,15.0,45.0
782,3,20.0,0.25,15.0,60.0,15.0,45.0
782,4,20.0,0.25,15.0,60.0,15.0,45.0
782,5,15.0,0.25,11.25,45.0,16.25,33.75
782,6,20.0,0.25,15.0,60.0,15.0,45.0
782,7,20.0,0.25,15.0,60.0,15.0,45.0
782,8,20.0,0.25,15.0,60.0,15.0,45.0
782,9,20.0,0.25,15.0,60.0,15.0,45.0
782,10,20.0,0.25,15.0,60.0,15.0,45.0
783,1,20.0,0.25,15.0,60.0,15.0,45.0
783,2,15.0,0.25,11.25,45.0,16.25,33.75
783,3,20.0,0.25,15.0,60.0,15.0,45.0
783,4,20.0,0.25,15.0,60.0,15.0,45.0
783,5,20.0,0.25,15.0,60.0,15.0,45.0
783,6,20.0,0.25,15.0,60.0,15.0,45.0
783,7,20.0,0.25,15.0,60.0,15.0,45.0
783,8,20.0,0.25,15.0,60.0,15.0,45.0
783,9,15.0,0.25,11.25,45.0,16.25,33.75
783,10,20.0,0.25,15.0,60.0,15.0,45.0
784,1,15.0,0.25,11.25,45.0,16.25,33.75
784,2,20.0,0.25,15.0,60.0,15.0,45.0
784,3,20.0,0.25,15.0,60.0,15.0,45.0
784,4,20.0,0.25,15.0,60.0,15.0,45.0
784,5,20.0,0.25,15.0,60.0,15.0,45.0
784,6,5.0,0.25,3.75,15.0,18.75,11.25
784,7,20.0,0.25,15.0,60.0,15.0,45.0
784,8,20.0,0.25,15.0,60.0,15.0,45.0
784,9,20.0,0.25,15.0,60.0,15.0,45.0
784,10,20.0,0.25,15.0,60.0,15.0,45.0
785,1,10.0,0.25,7.5,30.0,17.5,22.5
785,2,10.0,0.25,7.5,30.0,17.5,22.5
785,3,10.0,0.25,7.5,30.0,17.5,22.5
785,4,15.0,0.25,11.25,45.0,16.25,33.75
785,5,10.0,0.0,0.0,30.0,10.0,30.0
785,6,20.0,0.25,15.0,60.0,15.0,45.0
785,7,20.0,0.75,45.0,60.0,45.0,15.0
785,8,15.0,0.25,11.25,45.0,16.25,33.75
785,9,20.0,0.25,15.0,60.0,15.0,45.0
785,10,20.0,0.25,15.0,60.0,15.0,45.0
786,1,0.0,0.5,0.0,0.0,20.0,0.0
786,2,10.0,1.0,30.0,30.0,40.0,0.0
786,3,5.0,0.25,3.75,15.0,18.75,11.25
786,4,5.0,0.25,3.75,15.0,18.75,11.25
786,5,5.0,0.25,3.75,15.0,18.75,11.25
786,6,10.0,0.25,7.5,30.0,17.5,22.5
786,7,10.0,0.25,7.5,30.0,17.5,22.5
786,8,20.0,0.25,15.0,60.0,15.0,45.0
786,9,15.0,0.25,11.25,45.0,16.25,33.75
786,10,20.0,0.25,15.0,60.0,15.0,45.0
787,1,15.0,0.25,11.25,45.0,16.25,33.75
787,2,10.0,0.25,7.5,30.0,17.5,22.5
787,3,20.0,0.25,15.0,60.0,15.0,45.0
787,4,15.0,0.25,11.25,45.0,16.25,33.75
787,5,10.0,0.25,7.5,30.0,17.5,22.5
787,6,20.0,0.25,15.0,60.0,15.0,45.0
787,7,15.0,0.25,11.25,45.0,16.25,33.75
787,8,15.0,0.25,11.25,45.0,16.25,33.75
787,9,20.0,0.25,15.0,60.0,15.0,45.0
787,10,20.0,0.25,15.0,60.0,15.0,45.0
788,1,0.0,0.25,0.0,0.0,20.0,0.0
788,2,0.0,0.25,0.0,0.0,20.0,0.0
788,3,0.0,0.25,0.0,0.0,20.0,0.0
788,4,0.0,0.25,0.0,0.0,20.0,0.0
788,5,0.0,0.25,0.0,0.0,20.0,0.0
788,6,0.0,0.25,0.0,0.0,20.0,0.0
788,7,10.0,0.0,0.0,30.0,10.0,30.0
788,8,0.0,0.0,0.0,0.0,20.0,0.0
788,9,0.0,0.0,0.0,0.0,20.0,0.0
788,10,0.0,0.25,0.0,0.0,20.0,0.0
789,1,5.0,0.0,0.0,15.0,15.0,15.0
789,2,15.0,0.25,11.25,45.0,16.25,33.75
789,3,15.0,0.25,11.25,45.0,16.25,33.75
789,4,20.0,0.25,15.0,60.0,15.0,45.0
789,5,5.0,0.25,3.75,15.0,18.75,11.25
789,6,5.0,0.25,3.75,15.0,18.75,11.25
789,7,5.0,0.25,3.75,15.0,18.75,11.25
789,8,10.0,0.25,7.5,30.0,17.5,22.5
789,9,10.0,1.0,30.0,30.0,40.0,0.0
789,10,20.0,0.25,15.0,60.0,15.0,45.0
790,1,20.0,0.25,15.0,60.0,15.0,45.0
790,2,20.0,0.25,15.0,60.0,15.0,45.0
790,3,15.0,0.25,11.25,45.0,16.25,33.75
790,4,5.0,0.25,3.75,15.0,18.75,11.25
790,5,15.0,1.0,45.0,45.0,50.0,0.0
790,6,15.0,0.25,11.25,45.0,16.25,33.75
790,7,20.0,0.25,15.0,60.0,15.0,45.0
790,8,15.0,0.25,11.25,45.0,16.25,33.75
790,9,10.0,0.25,7.5,30.0,17.5,22.5
790,10,20.0,0.25,15.0,60.0,15.0,45.0
791,1,10.0,1.0,30.0,30.0,40.0,0.0
791,2,20.0,0.25,15.0,60.0,15.0,45.0
791,3,20.0,0.25,15.0,60.0,15.0,45.0
791,4,5.0,0.25,3.75,15.0,18.75,11.25
791,5,20.0,0.25,15.0,60.0,15.0,45.0
791,6,20.0,0.25,15.0,60.0,15.0,45.0
791,7,20.0,0.25,15.0,60.0,15.0,45.0
791,8,20.0,0.25,15.0,60.0,15.0,45.0
791,9,20.0,0.25,15.0,60.0,15.0,45.0
791,10,20.0,0.25,15.0,60.0,15.0,45.0
792,1,15.0,0.25,11.25,45.0,16.25,33.75
792,2,20.0,0.25,15.0,60.0,15.0,45.0
792,3,20.0,0.25,15.0,60.0,15.0,45.0
792,4,20.0,0.25,15.0,60.0,15.0,45.0
792,5,20.0,0.25,15.0,60.0,15.0,45.0
792,6,20.0,0.25,15.0,60.0,15.0,45.0
792,7,20.0,1.0,60.0,60.0,60.0,0.0
792,8,20.0,0.25,15.0,60.0,15.0,45.0
792,9,20.0,0.25,15.0,60.0,15.0,45.0
792,10,20.0,0.25,15.0,60.0,15.0,45.0
793,1,5.0,0.25,3.75,15.0,18.75,11.25
793,2,15.0,0.25,11.25,45.0,16.25,33.75
793,3,15.0,0.25,11.25,45.0,16.25,33.75
793,4,15.0,0.25,11.25,45.0,16.25,33.75
793,5,10.0,0.25,7.5,30.0,17.5,22.5
793,6,15.0,0.25,11.25,45.0,16.25,33.75
793,7,15.0,0.25,11.25,45.0,16.25,33.75
793,8,5.0,0.25,3.75,15.0,18.75,11.25
793,9,20.0,0.25,15.0,60.0,15.0,45.0
793,10,20.0,0.25,15.0,60.0,15.0,45.0
794,1,5.0,0.25,3.75,15.0,18.75,11.25
794,2,5.0,0.25,3.75,15.0,18.75,11.25
794,3,20.0,0.25,15.0,60.0,15.0,45.0
794,4,5.0,0.25,3.75,15.0,18.75,11.25
794,5,0.0,0.25,0.0,0.0,20.0,0.0
794,6,0.0,0.25,0.0,0.0,20.0,0.0
794,7,0.0,0.25,0.0,0.0,20.0,0.0
794,8,10.0,0.25,7.5,30.0,17.5,22.5
794,9,20.0,0.25,15.0,60.0,15.0,45.0
794,10,10.0,0.5,15.0,30.0,25.0,15.0
795,1,0.0,0.25,0.0,0.0,20.0,0.0
795,2,5.0,0.25,3.75,15.0,18.75,11.25
795,3,5.0,0.25,3.75,15.0,18.75,11.25
795,4,20.0,0.25,15.0,60.0,15.0,45.0
795,5,0.0,0.0,0.0,0.0,20.0,0.0
795,6,0.0,0.25,0.0,0.0,20.0,0.0
795,7,20.0,0.25,15.0,60.0,15.0,45.0
795,8,5.0,0.75,11.25,15.0,26.25,3.75
795,9,15.0,0.25,11.25,45.0,16.25,33.75
795,10,20.0,0.25,15.0,60.0,15.0,45.0
796,1,0.0,0.25,0.0,0.0,20.0,0.0
796,2,20.0,0.25,15.0,60.0,15.0,45.0
796,3,20.0,0.25,15.0,60.0,15.0,45.0
796,4,20.0,0.25,15.0,60.0,15.0,45.0
796,5,20.0,0.25,15.0,60.0,15.0,45.0
796,6,10.0,0.25,7.5,30.0,17.5,22.5
796,7,5.0,0.25,3.75,15.0,18.75,11.25
796,8,5.0,0.25,3.75,15.0,18.75,11.25
796,9,5.0,0.25,3.75,15.0,18.75,11.25
796,10,10.0,0.25,7.5,30.0,17.5,22.5
797,1,0.0,0.25,0.0,0.0,20.0,0.0
797,2,15.0,0.75,33.75,45.0,38.75,11.25
797,3,15.0,0.25,11.25,45.0,16.25,33.75
797,4,10.0,0.25,7.5,30.0,17.5,22.5
797,5,15.0,0.25,11.25,45.0,16.25,33.75
797,6,5.0,0.25,3.75,15.0,18.75,11.25
797,7,20.0,0.25,15.0,60.0,15.0,45.0
797,8,20.0,0.25,15.0,60.0,15.0,45.0
797,9,20.0,0.25,15.0,60.0,15.0,45.0
797,10,20.0,0.25,15.0,60.0,15.0,45.0
798,1,10.0,0.25,7.5,30.0,17.5,22.5
798,2,20.0,0.5,30.0,60.0,30.0,30.0
798,3,20.0,0.25,15.0,60.0,15.0,45.0
798,4,20.0,0.25,15.0,60.0,15.0,45.0
798,5,20.0,0.25,15.0,60.0,15.0,45.0
798,6,20.0,0.25,15.0,60.0,15.0,45.0
798,7,20.0,0.25,15.0,60.0,15.0,45.0
798,8,15.0,0.25,11.25,45.0,16.25,33.75
798,9,20.0,0.25,15.0,60.0,15.0,45.0
798,10,20.0,0.25,15.0,60.0,15.0,45.0
799,1,10.0,0.25,7.5,30.0,17.5,22.5
799,2,15.0,0.25,11.25,45.0,16.25,33.75
799,3,10.0,0.25,7.5,30.0,17.5,22.5
799,4,5.0,0.25,3.75,15.0,18.75,11.25
799,5,20.0,0.25,15.0,60.0,15.0,45.0
799,6,15.0,0.25,11.25,45.0,16.25,33.75
799,7,20.0,0.25,15.0,60.0,15.0,45.0
799,8,20.0,0.25,15.0,60.0,15.0,45.0
799,9,20.0,0.25,15.0,60.0,15.0,45.0
799,10,20.0,0.25,15.0,60.0,15.0,45.0
800,1,15.0,0.25,11.25,45.0,16.25,33.75
800,2,20.0,0.25,15.0,60.0,15.0,45.0
800,3,20.0,0.25,15.0,60.0,15.0,45.0
800,4,15.0,1.0,45.0,45.0,50.0,0.0
800,5,20.0,0.25,15.0,60.0,15.0,45.0
800,6,20.0,0.25,15.0,60.0,15.0,45.0
800,7,20.0,0.25,15.0,60.0,15.0,45.0
800,8,20.0,0.25,15.0,60.0,15.0,45.0
800,9,20.0,0.25,15.0,60.0,15.0,45.0
800,10,20.0,0.25,15.0,60.0,15.0,45.0
801,1,15.0,0.25,11.25,45.0,16.25,33.75
801,2,10.0,0.25,7.5,30.0,17.5,22.5
801,3,15.0,0.25,11.25,45.0,16.25,33.75
801,4,15.0,0.25,11.25,45.0,16.25,33.75
801,5,10.0,0.25,7.5,30.0,17.5,22.5
801,6,10.0,0.25,7.5,30.0,17.5,22.5
801,7,15.0,0.25,11.25,45.0,16.25,33.75
801,8,5.0,0.25,3.75,15.0,18.75,11.25
801,9,15.0,0.25,11.25,45.0,16.25,33.75
801,10,5.0,0.25,3.75,15.0,18.75,11.25
802,1,0.0,0.25,0.0,0.0,20.0,0.0
802,2,10.0,0.25,7.5,30.0,17.5,22.5
802,3,15.0,0.25,11.25,45.0,16.25,33.75
802,4,5.0,0.25,3.75,15.0,18.75,11.25
802,5,0.0,0.25,0.0,0.0,20.0,0.0
802,6,5.0,0.25,3.75,15.0,18.75,11.25
802,7,5.0,0.25,3.75,15.0,18.75,11.25
802,8,20.0,0.5,30.0,60.0,30.0,30.0
802,9,20.0,0.25,15.0,60.0,15.0,45.0
802,10,20.0,0.25,15.0,60.0,15.0,45.0
803,1,10.0,0.25,7.5,30.0,17.5,22.5
803,2,10.0,0.25,7.5,30.0,17.5,22.5
803,3,5.0,0.25,3.75,15.0,18.75,11.25
803,4,15.0,0.25,11.25,45.0,16.25,33.75
803,5,10.0,0.25,7.5,30.0,17.5,22.5
803,6,15.0,1.0,45.0,45.0,50.0,0.0
803,7,15.0,0.25,11.25,45.0,16.25,33.75
803,8,20.0,0.25,15.0,60.0,15.0,45.0
803,9,20.0,0.25,15.0,60.0,15.0,45.0
803,10,10.0,0.25,7.5,30.0,17.5,22.5
804,1,15.0,0.25,11.25,45.0,16.25,33.75
804,2,20.0,0.25,15.0,60.0,15.0,45.0
804,3,20.0,0.25,15.0,60.0,15.0,45.0
804,4,10.0,0.25,7.5,30.0,17.5,22.5
804,5,20.0,0.75,45.0,60.0,45.0,15.0
804,6,20.0,0.25,15.0,60.0,15.0,45.0
804,7,20.0,0.25,15.0,60.0,15.0,45.0
804,8,15.0,0.25,11.25,45.0,16.25,33.75
804,9,20.0,0.25,15.0,60.0,15.0,45.0
804,10,20.0,0.25,15.0,60.0,15.0,45.0
805,1,5.0,0.25,3.75,15.0,18.75,11.25
805,2,10.0,0.0,0.0,30.0,10.0,30.0
805,3,5.0,0.25,3.75,15.0,18.75,11.25
805,4,0.0,0.25,0.0,0.0,20.0,0.0
805,5,0.0,0.25,0.0,0.0,20.0,0.0
805,6,0.0,0.25,0.0,0.0,20.0,0.0
805,7,0.0,0.25,0.0,0.0,20.0,0.0
805,8,0.0,0.25,0.0,0.0,20.0,0.0
805,9,0.0,0.25,0.0,0.0,20.0,0.0
805,10,0.0,0.5,0.0,0.0,20.0,0.0
806,1,15.0,0.0,0.0,45.0,5.0,45.0
806,2,10.0,0.0,0.0,30.0,10.0,30.0
806,3,15.0,0.0,0.0,45.0,5.0,45.0
806,4,20.0,0.0,0.0,60.0,0.0,60.0
806,5,15.0,0.0,0.0,45.0,5.0,45.0
806,6,10.0,0.0,0.0,30.0,10.0,30.0
806,7,10.0,0.0,0.0,30.0,10.0,30.0
806,8,0.0,0.0,0.0,0.0,20.0,0.0
806,9,0.0,0.0,0.0,0.0,20.0,0.0
806,10,5.0,0.75,11.25,15.0,26.25,3.75
807,1,0.0,0.0,0.0,0.0,20.0,0.0
807,2,15.0,0.0,0.0,45.0,5.0,45.0
807,3,5.0,0.0,0.0,15.0,15.0,15.0
807,4,5.0,0.0,0.0,15.0,15.0,15.0
807,5,0.0,0.0,0.0,0.0,20.0,0.0
807,6,0.0,0.0,0.0,0.0,20.0,0.0
807,7,0.0,0.0,0.0,0.0,20.0,0.0
807,8,0.0,0.25,0.0,0.0,20.0,0.0
807,9,0.0,0.5,0.0,0.0,20.0,0.0
807,10,0.0,0.0,0.0,0.0,20.0,0.0
808,1,15.0,0.25,11.25,45.0,16.25,33.75
808,2,20.0,0.25,15.0,60.0,15.0,45.0
808,3,10.0,0.25,7.5,30.0,17.5,22.5
808,4,15.0,0.5,22.5,45.0,27.5,22.5
808,5,20.0,0.25,15.0,60.0,15.0,45.0
808,6,20.0,0.25,15.0,60.0,15.0,45.0
808,7,20.0,0.25,15.0,60.0,15.0,45.0
808,8,20.0,0.25,15.0,60.0,15.0,45.0
808,9,20.0,0.25,15.0,60.0,15.0,45.0
808,10,20.0,0.75,45.0,60.0,45.0,15.0
809,1,10.0,0.25,7.5,30.0,17.5,22.5
809,2,20.0,0.25,15.0,60.0,15.0,45.0
809,3,10.0,0.25,7.5,30.0,17.5,22.5
809,4,15.0,0.25,11.25,45.0,16.25,33.75
809,5,15.0,0.25,11.25,45.0,16.25,33.75
809,6,20.0,0.25,15.0,60.0,15.0,45.0
809,7,15.0,0.25,11.25,45.0,16.25,33.75
809,8,15.0,0.25,11.25,45.0,16.25,33.75
809,9,20.0,0.25,15.0,60.0,15.0,45.0
809,10,20.0,0.25,15.0,60.0,15.0,45.0
810,1,5.0,0.25,3.75,15.0,18.75,11.25
810,2,15.0,0.25,11.25,45.0,16.25,33.75
810,3,10.0,0.25,7.5,30.0,17.5,22.5
810,4,10.0,1.0,30.0,30.0,40.0,0.0
810,5,5.0,0.25,3.75,15.0,18.75,11.25
810,6,5.0,0.25,3.75,15.0,18.75,11.25
810,7,15.0,0.25,11.25,45.0,16.25,33.75
810,8,5.0,0.25,3.75,15.0,18.75,11.25
810,9,5.0,0.25,3.75,15.0,18.75,11.25
810,10,10.0,0.25,7.5,30.0,17.5,22.5
811,1,5.0,0.25,3.75,15.0,18.75,11.25
811,2,15.0,0.25,11.25,45.0,16.25,33.75
811,3,10.0,0.25,7.5,30.0,17.5,22.5
811,4,10.0,0.25,7.5,30.0,17.5,22.5
811,5,10.0,0.25,7.5,30.0,17.5,22.5
811,6,5.0,0.25,3.75,15.0,18.75,11.25
811,7,10.0,0.25,7.5,30.0,17.5,22.5
811,8,20.0,0.25,15.0,60.0,15.0,45.0
811,9,10.0,0.25,7.5,30.0,17.5,22.5
811,10,20.0,0.25,15.0,60.0,15.0,45.0
812,1,10.0,0.25,7.5,30.0,17.5,22.5
812,2,20.0,0.25,15.0,60.0,15.0,45.0
812,3,20.0,0.25,15.0,60.0,15.0,45.0
812,4,20.0,0.25,15.0,60.0,15.0,45.0
812,5,20.0,0.25,15.0,60.0,15.0,45.0
812,6,20.0,0.25,15.0,60.0,15.0,45.0
812,7,20.0,0.25,15.0,60.0,15.0,45.0
812,8,20.0,0.25,15.0,60.0,15.0,45.0
812,9,20.0,0.25,15.0,60.0,15.0,45.0
812,10,20.0,0.25,15.0,60.0,15.0,45.0
813,1,0.0,0.5,0.0,0.0,20.0,0.0
813,2,10.0,0.25,7.5,30.0,17.5,22.5
813,3,5.0,0.25,3.75,15.0,18.75,11.25
813,4,5.0,0.25,3.75,15.0,18.75,11.25
813,5,5.0,0.25,3.75,15.0,18.75,11.25
813,6,5.0,0.25,3.75,15.0,18.75,11.25
813,7,5.0,0.25,3.75,15.0,18.75,11.25
813,8,5.0,0.25,3.75,15.0,18.75,11.25
813,9,20.0,0.25,15.0,60.0,15.0,45.0
813,10,10.0,0.25,7.5,30.0,17.5,22.5
814,1,10.0,0.25,7.5,30.0,17.5,22.5
814,2,0.0,0.25,0.0,0.0,20.0,0.0
814,3,0.0,0.25,0.0,0.0,20.0,0.0
814,4,0.0,0.25,0.0,0.0,20.0,0.0
814,5,0.0,0.25,0.0,0.0,20.0,0.0
814,6,0.0,0.25,0.0,0.0,20.0,0.0
814,7,0.0,0.25,0.0,0.0,20.0,0.0
814,8,0.0,0.0,0.0,0.0,20.0,0.0
814,9,0.0,0.5,0.0,0.0,20.0,0.0
814,10,0.0,0.25,0.0,0.0,20.0,0.0
815,1,15.0,0.0,0.0,45.0,5.0,45.0
815,2,20.0,0.0,0.0,60.0,0.0,60.0
815,3,20.0,0.0,0.0,60.0,0.0,60.0
815,4,5.0,0.75,11.25,15.0,26.25,3.75
815,5,20.0,0.0,0.0,60.0,0.0,60.0
815,6,15.0,0.0,0.0,45.0,5.0,45.0
815,7,20.0,0.25,15.0,60.0,15.0,45.0
815,8,20.0,0.0,0.0,60.0,0.0,60.0
815,9,20.0,0.0,0.0,60.0,0.0,60.0
815,10,20.0,0.5,30.0,60.0,30.0,30.0
816,1,20.0,0.0,0.0,60.0,0.0,60.0
816,2,0.0,0.0,0.0,0.0,20.0,0.0
816,3,0.0,0.0,0.0,0.0,20.0,0.0
816,4,0.0,0.0,0.0,0.0,20.0,0.0
816,5,0.0,0.0,0.0,0.0,20.0,0.0
816,6,0.0,0.0,0.0,0.0,20.0,0.0
816,7,0.0,0.0,0.0,0.0,20.0,0.0
816,8,0.0,0.0,0.0,0.0,20.0,0.0
816,9,0.0,0.0,0.0,0.0,20.0,0.0
816,10,0.0,0.0,0.0,0.0,20.0,0.0
817,1,5.0,0.25,3.75,15.0,18.75,11.25
817,2,15.0,0.25,11.25,45.0,16.25,33.75
817,3,15.0,0.25,11.25,45.0,16.25,33.75
817,4,15.0,0.25,11.25,45.0,16.25,33.75
817,5,15.0,0.25,11.25,45.0,16.25,33.75
817,6,20.0,0.25,15.0,60.0,15.0,45.0
817,7,15.0,0.25,11.25,45.0,16.25,33.75
817,8,20.0,0.25,15.0,60.0,15.0,45.0
817,9,20.0,0.25,15.0,60.0,15.0,45.0
817,10,5.0,0.25,3.75,15.0,18.75,11.25
818,1,20.0,0.75,45.0,60.0,45.0,15.0
818,2,10.0,0.25,7.5,30.0,17.5,22.5
818,3,15.0,0.25,11.25,45.0,16.25,33.75
818,4,20.0,0.25,15.0,60.0,15.0,45.0
818,5,20.0,0.25,15.0,60.0,15.0,45.0
818,6,20.0,0.25,15.0,60.0,15.0,45.0
818,7,20.0,0.25,15.0,60.0,15.0,45.0
818,8,20.0,0.5,30.0,60.0,30.0,30.0
818,9,20.0,0.25,15.0,60.0,15.0,45.0
818,10,20.0,0.25,15.0,60.0,15.0,45.0
819,1,15.0,0.25,11.25,45.0,16.25,33.75
819,2,20.0,0.25,15.0,60.0,15.0,45.0
819,3,20.0,0.25,15.0,60.0,15.0,45.0
819,4,20.0,0.25,15.0,60.0,15.0,45.0
819,5,20.0,0.25,15.0,60.0,15.0,45.0
819,6,20.0,0.25,15.0,60.0,15.0,45.0
819,7,20.0,0.25,15.0,60.0,15.0,45.0
819,8,20.0,0.25,15.0,60.0,15.0,45.0
819,9,20.0,1.0,60.0,60.0,60.0,0.0
819,10,20.0,0.25,15.0,60.0,15.0,45.0
820,1,20.0,0.25,15.0,60.0,15.0,45.0
820,2,20.0,0.25,15.0,60.0,15.0,45.0
820,3,20.0,0.25,15.0,60.0,15.0,45.0
820,4,20.0,0.25,15.0,60.0,15.0,45.0
820,5,15.0,0.0,0.0,45.0,5.0,45.0
820,6,20.0,0.5,30.0,60.0,30.0,30.0
820,7,20.0,0.25,15.0,60.0,15.0,45.0
820,8,20.0,0.25,15.0,60.0,15.0,45.0
820,9,20.0,0.25,15.0,60.0,15.0,45.0
820,10,20.0,0.25,15.0,60.0,15.0,45.0
821,1,0.0,0.25,0.0,0.0,20.0,0.0
821,2,10.0,0.25,7.5,30.0,17.5,22.5
821,3,10.0,0.25,7.5,30.0,17.5,22.5
821,4,10.0,0.25,7.5,30.0,17.5,22.5
821,5,10.0,0.25,7.5,30.0,17.5,22.5
821,6,10.0,0.25,7.5,30.0,17.5,22.5
821,7,20.0,0.25,15.0,60.0,15.0,45.0
821,8,5.0,0.25,3.75,15.0,18.75,11.25
821,9,20.0,0.25,15.0,60.0,15.0,45.0
821,10,20.0,0.25,15.0,60.0,15.0,45.0
822,1,5.0,0.25,3.75,15.0,18.75,11.25
822,2,0.0,0.25,0.0,0.0,20.0,0.0
822,3,0.0,0.25,0.0,0.0,20.0,0.0
822,4,0.0,0.0,0.0,0.0,20.0,0.0
822,5,0.0,0.25,0.0,0.0,20.0,0.0
822,6,0.0,1.0,0.0,0.0,20.0,0.0
822,7,0.0,0.25,0.0,0.0,20.0,0.0
822,8,0.0,0.25,0.0,0.0,20.0,0.0
822,9,0.0,0.25,0.0,0.0,20.0,0.0
822,10,0.0,0.5,0.0,0.0,20.0,0.0
823,1,10.0,0.25,7.5,30.0,17.5,22.5
823,2,10.0,0.25,7.5,30.0,17.5,22.5
823,3,15.0,0.25,11.25,45.0,16.25,33.75
823,4,10.0,0.25,7.5,30.0,17.5,22.5
823,5,10.0,0.25,7.5,30.0,17.5,22.5
823,6,10.0,0.25,7.5,30.0,17.5,22.5
823,7,15.0,0.25,11.25,45.0,16.25,33.75
823,8,10.0,0.25,7.5,30.0,17.5,22.5
823,9,15.0,0.5,22.5,45.0,27.5,22.5
823,10,20.0,0.25,15.0,60.0,15.0,45.0
824,1,15.0,0.25,11.25,45.0,16.25,33.75
824,2,10.0,0.25,7.5,30.0,17.5,22.5
824,3,15.0,0.25,11.25,45.0,16.25,33.75
824,4,15.0,0.25,11.25,45.0,16.25,33.75
824,5,15.0,0.25,11.25,45.0,16.25,33.75
824,6,20.0,0.25,15.0,60.0,15.0,45.0
824,7,15.0,0.0,0.0,45.0,5.0,45.0
824,8,15.0,0.25,11.25,45.0,16.25,33.75
824,9,20.0,1.0,60.0,60.0,60.0,0.0
824,10,20.0,0.25,15.0,60.0,15.0,45.0
825,1,10.0,0.25,7.5,30.0,17.5,22.5
825,2,20.0,0.25,15.0,60.0,15.0,45.0
825,3,20.0,0.25,15.0,60.0,15.0,45.0
825,4,20.0,0.25,15.0,60.0,15.0,45.0
825,5,20.0,0.25,15.0,60.0,15.0,45.0
825,6,20.0,0.25,15.0,60.0,15.0,45.0
825,7,20.0,0.25,15.0,60.0,15.0,45.0
825,8,20.0,0.25,15.0,60.0,15.0,45.0
825,9,20.0,0.25,15.0,60.0,15.0,45.0
825,10,20.0,0.25,15.0,60.0,15.0,45.0
826,1,0.0,0.25,0.0,0.0,20.0,0.0
826,2,15.0,0.25,11.25,45.0,16.25,33.75
826,3,20.0,0.25,15.0,60.0,15.0,45.0
826,4,5.0,0.25,3.75,15.0,18.75,11.25
826,5,20.0,0.25,15.0,60.0,15.0,45.0
826,6,10.0,0.25,7.5,30.0,17.5,22.5
826,7,10.0,0.25,7.5,30.0,17.5,22.5
826,8,0.0,0.25,0.0,0.0,20.0,0.0
826,9,10.0,0.25,7.5,30.0,17.5,22.5
826,10,0.0,0.25,0.0,0.0,20.0,0.0
827,1,5.0,0.25,3.75,15.0,18.75,11.25
827,2,20.0,0.25,15.0,60.0,15.0,45.0
827,3,20.0,0.25,15.0,60.0,15.0,45.0
827,4,20.0,0.25,15.0,60.0,15.0,45.0
827,5,20.0,0.25,15.0,60.0,15.0,45.0
827,6,15.0,0.25,11.25,45.0,16.25,33.75
827,7,20.0,0.25,15.0,60.0,15.0,45.0
827,8,15.0,0.5,22.5,45.0,27.5,22.5
827,9,20.0,0.25,15.0,60.0,15.0,45.0
827,10,20.0,0.25,15.0,60.0,15.0,45.0
828,1,20.0,0.25,15.0,60.0,15.0,45.0
828,2,20.0,0.25,15.0,60.0,15.0,45.0
828,3,20.0,0.25,15.0,60.0,15.0,45.0
828,4,20.0,0.25,15.0,60.0,15.0,45.0
828,5,20.0,0.25,15.0,60.0,15.0,45.0
828,6,20.0,0.25,15.0,60.0,15.0,45.0
828,7,15.0,0.25,11.25,45.0,16.25,33.75
828,8,20.0,0.25,15.0,60.0,15.0,45.0
828,9,20.0,0.25,15.0,60.0,15.0,45.0
828,10,20.0,0.25,15.0,60.0,15.0,45.0
829,1,10.0,0.25,7.5,30.0,17.5,22.5
829,2,20.0,0.25,15.0,60.0,15.0,45.0
829,3,15.0,0.25,11.25,45.0,16.25,33.75
829,4,10.0,0.25,7.5,30.0,17.5,22.5
829,5,5.0,0.25,3.75,15.0,18.75,11.25
829,6,15.0,0.25,11.25,45.0,16.25,33.75
829,7,10.0,0.25,7.5,30.0,17.5,22.5
829,8,15.0,0.25,11.25,45.0,16.25,33.75
829,9,20.0,0.25,15.0,60.0,15.0,45.0
829,10,20.0,0.25,15.0,60.0,15.0,45.0
830,1,5.0,0.25,3.75,15.0,18.75,11.25
830,2,20.0,1.0,60.0,60.0,60.0,0.0
830,3,20.0,0.25,15.0,60.0,15.0,45.0
830,4,20.0,0.25,15.0,60.0,15.0,45.0
830,5,20.0,0.5,30.0,60.0,30.0,30.0
830,6,15.0,0.0,0.0,45.0,5.0,45.0
