episode,round,world,investment,repay_prop,investor_gain,trustee_gain,fair_repay_prop,mid_repay_prop,max_repay_prop
2779,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.5
2779,2,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
2779,3,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,0.0
2779,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
2779,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.75
2779,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.75,0.0
2779,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
2779,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.0
2779,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.25
2779,10,coordinated,5.0,0.0,15.0,15.0,0.25,0.0,0.0
2780,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2780,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
2780,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2780,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2780,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2780,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2780,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2780,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2780,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2780,10,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
2781,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2781,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
2781,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
2781,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2781,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2781,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2781,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.25
2781,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2781,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2781,10,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
2782,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.5
2782,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
2782,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2782,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2782,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2782,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2782,7,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
2782,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,1.0
2782,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.25
2782,10,coordinated,5.0,0.0,15.0,15.0,0.25,0.0,0.0
2783,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.5
2783,2,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
2783,3,coordinated,5.0,0.0,15.0,15.0,0.25,0.0,0.0
2783,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
2783,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.75
2783,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.75,0.0
2783,7,coordinated,5.0,0.0,15.0,15.0,0.75,0.25,0.0
2783,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.0
2783,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.25
2783,10,coordinated,5.0,0.0,15.0,15.0,0.25,0.0,0.0
2784,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2784,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
2784,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2784,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2784,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2784,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2784,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.75
2784,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2784,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2784,10,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
2785,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.5
2785,2,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
2785,3,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,0.25
2785,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
2785,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.75
2785,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.0
2785,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
2785,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.0
2785,9,coordinated,5.0,0.0,15.0,15.0,0.5,0.0,0.25
2785,10,coordinated,5.0,0.25,18.75,11.25,0.25,0.0,0.0
2786,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2786,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
2786,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.5
2786,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2786,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2786,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2786,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2786,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2786,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2786,10,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
2787,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2787,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
2787,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,1.0
2787,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2787,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2787,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2787,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2787,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2787,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2787,10,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.25
2788,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2788,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
2788,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2788,4,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
2788,5,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2788,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2788,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2788,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2788,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2788,10,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.25
2789,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.5
2789,2,coordinated,10.0,0.25,17.5,22.5,0.75,0.25,0.0
2789,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2789,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.25
2789,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2789,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2789,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
2789,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2789,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.5
2789,10,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
2790,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.5
2790,2,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
2790,3,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,0.0
2790,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
2790,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.75
2790,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.75,0.0
2790,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
2790,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.0
2790,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.25
2790,10,coordinated,5.0,0.0,15.0,15.0,0.25,0.0,0.0
2791,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.5
2791,2,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
2791,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.0
2791,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
2791,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.75
2791,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.75,0.0
2791,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
2791,8,coordinated,5.0,0.25,18.75,11.25,0.0,0.0,0.0
2791,9,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,1.0
2791,10,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
2792,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2792,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
2792,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.75
2792,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2792,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2792,6,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
2792,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2792,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2792,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2792,10,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.25
2793,1,coordinated,10.0,0.5,25.0,15.0,0.5,0.25,0.5
2793,2,coordinated,15.0,0.25,16.25,33.75,0.75,0.0,1.0
2793,3,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.75
2793,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2793,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.5
2793,6,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
2793,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2793,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2793,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2793,10,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.25
2794,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2794,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
2794,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.0
2794,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2794,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,1.0
2794,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2794,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.25
2794,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2794,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.75
2794,10,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.25
2795,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2795,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
2795,3,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
2795,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2795,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2795,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2795,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2795,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2795,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2795,10,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.25
2796,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.5
2796,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
2796,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2796,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2796,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2796,6,coordinated,10.0,0.25,17.5,22.5,0.25,1.0,1.0
2796,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2796,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2796,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2796,10,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.25
2797,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.75
2797,2,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
2797,3,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,0.0
2797,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
2797,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.75
2797,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.75,0.0
2797,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
2797,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.0
2797,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.25
2797,10,coordinated,5.0,0.0,15.0,15.0,0.25,0.0,0.0
2798,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2798,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
2798,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2798,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2798,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2798,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2798,7,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.25
2798,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2798,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2798,10,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.25
2799,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2799,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
2799,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2799,4,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2799,5,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2799,6,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2799,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2799,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2799,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,1.0
2799,10,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.25
2800,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.5
2800,2,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
2800,3,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,0.0
2800,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.0
2800,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.75
2800,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.75,0.0
2800,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.75,0.0
2800,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.0
2800,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.25
2800,10,coordinated,5.0,0.0,15.0,15.0,0.25,0.0,0.25
2801,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2801,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
2801,3,coordinated,10.0,0.5,25.0,15.0,0.25,1.0,0.25
2801,4,coordinated,15.0,0.25,16.25,33.75,0.0,0.0,0.25
2801,5,coordinated,10.0,0.5,25.0,15.0,0.25,0.25,0.75
2801,6,coordinated,15.0,0.25,16.25,33.75,0.25,0.75,0.0
2801,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.5
2801,8,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
2801,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2801,10,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.25
2802,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2802,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
2802,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2802,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2802,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2802,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.0
2802,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2802,8,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2802,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2802,10,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.25
2803,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.5
2803,2,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.5
2803,3,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,0.0
2803,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
2803,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.75
2803,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.75,0.0
2803,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
2803,8,coordinated,5.0,0.0,15.0,15.0,0.25,0.0,0.0
2803,9,coordinated,5.0,0.25,18.75,11.25,0.0,0.0,0.25
2803,10,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.5
2804,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
2804,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
2804,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2804,4,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2804,5,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2804,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2804,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2804,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2804,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2804,10,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.25
2805,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2805,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
2805,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2805,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2805,5,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
2805,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2805,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2805,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2805,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2805,10,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.25
2806,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.5
2806,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
2806,3,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2806,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2806,5,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
2806,6,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
2806,7,coordinated,5.0,0.5,22.5,7.5,0.25,0.25,0.5
2806,8,coordinated,15.0,0.5,27.5,22.5,1.0,0.25,0.75
2806,9,coordinated,15.0,0.5,27.5,22.5,1.0,0.5,0.25
2806,10,coordinated,15.0,0.25,16.25,33.75,0.0,0.75,0.0
2807,1,coordinated,10.0,0.5,25.0,15.0,0.75,1.0,0.5
2807,2,coordinated,15.0,0.25,16.25,33.75,0.75,0.0,1.0
2807,3,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.25
2807,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,1.0
2807,5,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2807,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2807,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2807,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2807,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2807,10,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.25
2808,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.5
2808,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
2808,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2808,4,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2808,5,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2808,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2808,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2808,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2808,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.5,0.0
2808,10,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.25
2809,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.5
2809,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
2809,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2809,4,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
2809,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2809,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2809,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2809,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2809,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2809,10,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.25
2810,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.5
2810,2,coordinated,10.0,0.25,17.5,22.5,0.5,1.0,0.0
2810,3,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2810,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2810,5,coordinated,10.0,0.25,17.5,22.5,0.75,1.0,0.0
2810,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2810,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2810,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2810,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2810,10,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,1.0
2811,1,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.5
2811,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
2811,3,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2811,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2811,5,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2811,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2811,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2811,8,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2811,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2811,10,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
2812,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2812,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
2812,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2812,4,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
2812,5,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
2812,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2812,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,1.0
2812,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2812,9,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.0
2812,10,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
2813,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.25,0.5
2813,2,coordinated,10.0,0.0,10.0,30.0,0.5,0.75,0.0
2813,3,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.75
2813,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.25
2813,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.75
2813,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.75,0.0
2813,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
2813,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.0
2813,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.25
2813,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.0
2814,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.5
2814,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
2814,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2814,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2814,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2814,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
2814,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
2814,8,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,1.0
2814,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.0
2814,10,coordinated,10.0,0.25,17.5,22.5,1.0,0.75,0.25
2815,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.5
2815,2,coordinated,10.0,0.25,17.5,22.5,0.75,0.25,0.0
2815,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
2815,4,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
2815,5,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
2815,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
