episode,round,world,investment,repay_prop,investor_gain,trustee_gain,fair_repay_prop,mid_repay_prop,max_repay_prop
0,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
0,2,coordinated,10.0,0.5,25.0,15.0,1.0,0.25,0.25
0,3,coordinated,15.0,0.25,16.25,33.75,0.25,0.25,0.0
0,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.0
0,5,coordinated,10.0,0.5,25.0,15.0,0.25,1.0,0.25
0,6,coordinated,15.0,0.25,16.25,33.75,0.5,0.0,0.0
0,7,coordinated,10.0,0.25,17.5,22.5,1.0,0.25,0.5
0,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.5,0.25
0,9,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.75
0,10,coordinated,15.0,0.5,27.5,22.5,0.75,0.75,0.5
1,1,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.0
1,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
1,3,coordinated,5.0,0.5,22.5,7.5,0.5,0.75,0.75
1,4,coordinated,15.0,0.25,16.25,33.75,0.25,0.25,1.0
1,5,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
1,6,coordinated,10.0,0.25,17.5,22.5,0.5,1.0,0.0
1,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.25
1,8,coordinated,10.0,0.5,25.0,15.0,0.5,0.5,0.25
1,9,coordinated,15.0,0.25,16.25,33.75,0.75,0.5,0.0
1,10,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.75
2,1,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.0
2,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
2,3,coordinated,5.0,0.25,18.75,11.25,0.25,0.5,0.75
2,4,coordinated,10.0,0.5,25.0,15.0,0.75,0.75,0.75
2,5,coordinated,15.0,0.5,27.5,22.5,0.75,0.5,0.75
2,6,coordinated,15.0,0.25,16.25,33.75,0.5,0.5,0.75
2,7,coordinated,10.0,0.5,25.0,15.0,0.5,0.25,0.5
2,8,coordinated,15.0,0.5,27.5,22.5,0.75,0.25,0.75
2,9,coordinated,15.0,0.5,27.5,22.5,1.0,0.5,0.25
2,10,coordinated,15.0,0.25,16.25,33.75,0.25,0.0,0.0
3,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.0
3,2,coordinated,5.0,0.25,18.75,11.25,0.5,1.0,0.25
3,3,coordinated,10.0,0.5,25.0,15.0,0.5,1.0,0.75
3,4,coordinated,15.0,0.0,5.0,45.0,1.0,0.0,0.25
3,5,coordinated,5.0,0.0,15.0,15.0,1.0,0.25,0.0
3,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
3,7,coordinated,5.0,0.5,22.5,7.5,0.5,0.75,0.5
3,8,coordinated,15.0,0.0,5.0,45.0,0.0,0.25,0.75
3,9,coordinated,5.0,0.25,18.75,11.25,1.0,1.0,0.25
3,10,coordinated,10.0,0.5,25.0,15.0,1.0,0.75,0.5
4,1,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
4,2,coordinated,10.0,0.5,25.0,15.0,1.0,0.25,0.25
4,3,coordinated,15.0,0.25,16.25,33.75,0.75,0.25,0.0
4,4,coordinated,10.0,0.25,17.5,22.5,1.0,0.75,0.0
4,5,coordinated,10.0,0.5,25.0,15.0,0.5,1.0,0.25
4,6,coordinated,15.0,0.25,16.25,33.75,1.0,0.0,0.0
4,7,coordinated,10.0,0.5,25.0,15.0,0.75,0.25,0.5
4,8,coordinated,15.0,0.25,16.25,33.75,0.0,0.5,0.75
4,9,coordinated,10.0,0.5,25.0,15.0,0.5,0.25,0.5
4,10,coordinated,15.0,0.5,27.5,22.5,0.5,0.75,0.5
5,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.0
5,2,coordinated,5.0,0.25,18.75,11.25,0.25,1.0,0.25
5,3,coordinated,10.0,0.5,25.0,15.0,1.0,1.0,0.75
5,4,coordinated,15.0,0.0,5.0,45.0,0.0,0.0,0.25
5,5,coordinated,5.0,0.0,15.0,15.0,0.75,0.25,0.0
5,6,coordinated,5.0,0.5,22.5,7.5,1.0,0.5,1.0
5,7,coordinated,15.0,0.0,5.0,45.0,0.25,0.0,1.0
5,8,coordinated,5.0,0.0,15.0,15.0,0.75,0.5,0.0
5,9,coordinated,5.0,0.25,18.75,11.25,1.0,1.0,0.25
5,10,coordinated,10.0,0.5,25.0,15.0,0.75,0.75,0.5
6,1,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
6,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.25
6,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
6,4,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.25
6,5,coordinated,10.0,0.25,17.5,22.5,0.75,1.0,0.25
6,6,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
6,7,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.25
6,8,coordinated,10.0,0.25,17.5,22.5,0.0,0.5,0.25
6,9,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.75
6,10,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,1.0
7,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
7,2,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.25
7,3,coordinated,10.0,0.25,17.5,22.5,1.0,0.25,0.0
7,4,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
7,5,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.25
7,6,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
7,7,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
7,8,coordinated,10.0,0.25,17.5,22.5,1.0,0.5,0.25
7,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.5,0.75
7,10,coordinated,10.0,0.25,17.5,22.5,0.5,1.0,1.0
8,1,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.0
8,2,coordinated,5.0,0.25,18.75,11.25,0.75,1.0,0.25
8,3,coordinated,10.0,0.25,17.5,22.5,0.25,1.0,0.75
8,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
8,5,coordinated,10.0,0.5,25.0,15.0,1.0,1.0,0.75
8,6,coordinated,15.0,0.0,5.0,45.0,0.0,0.0,0.0
8,7,coordinated,5.0,0.25,18.75,11.25,0.25,0.25,0.5
8,8,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,1.0
8,9,coordinated,5.0,0.25,18.75,11.25,0.25,0.5,0.25
8,10,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.5
9,1,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
9,2,coordinated,5.0,0.25,18.75,11.25,1.0,1.0,0.25
9,3,coordinated,10.0,0.0,10.0,30.0,0.0,0.75,0.75
9,4,coordinated,5.0,0.25,18.75,11.25,1.0,1.0,0.25
9,5,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.5
9,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
9,7,coordinated,5.0,0.25,18.75,11.25,0.25,0.5,0.5
9,8,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,1.0
9,9,coordinated,5.0,0.25,18.75,11.25,1.0,0.5,0.25
9,10,coordinated,10.0,0.0,10.0,30.0,0.0,0.75,0.5
10,1,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.0
10,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
10,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.75
10,4,coordinated,5.0,0.5,22.5,7.5,0.75,0.5,0.75
10,5,coordinated,15.0,0.5,27.5,22.5,1.0,1.0,0.5
10,6,coordinated,15.0,0.5,27.5,22.5,0.75,0.5,0.75
10,7,coordinated,15.0,0.0,5.0,45.0,0.0,0.0,0.5
10,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.0
10,9,coordinated,5.0,0.25,18.75,11.25,0.75,1.0,0.25
10,10,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.5
11,1,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.0
11,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
11,3,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,0.0
11,4,coordinated,5.0,0.25,18.75,11.25,0.25,1.0,0.75
11,5,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.5
11,6,coordinated,5.0,0.25,18.75,11.25,0.25,0.25,0.75
11,7,coordinated,10.0,0.0,10.0,30.0,1.0,0.5,0.0
11,8,coordinated,5.0,0.25,18.75,11.25,0.25,1.0,1.0
11,9,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,1.0
11,10,coordinated,5.0,0.0,15.0,15.0,0.25,1.0,0.0
12,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
12,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.25
12,3,coordinated,10.0,0.25,17.5,22.5,0.5,0.25,0.0
12,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.25
12,5,coordinated,10.0,0.0,10.0,30.0,0.0,1.0,0.25
12,6,coordinated,5.0,0.5,22.5,7.5,1.0,0.25,0.75
12,7,coordinated,15.0,0.25,16.25,33.75,0.5,0.0,1.0
12,8,coordinated,10.0,0.5,25.0,15.0,1.0,0.5,0.25
12,9,coordinated,15.0,0.25,16.25,33.75,0.0,0.5,0.0
12,10,coordinated,10.0,0.75,32.5,7.5,0.75,0.75,0.75
13,1,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.0
13,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
13,3,coordinated,5.0,0.25,18.75,11.25,0.25,0.5,1.0
13,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.75
13,5,coordinated,10.0,0.25,17.5,22.5,0.75,1.0,0.25
13,6,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.0
13,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
13,8,coordinated,5.0,0.25,18.75,11.25,0.5,0.25,0.25
13,9,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,1.0
13,10,coordinated,5.0,0.0,15.0,15.0,0.75,1.0,0.0
14,1,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
14,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
14,3,coordinated,5.0,0.5,22.5,7.5,0.75,0.5,0.75
14,4,coordinated,15.0,0.25,16.25,33.75,1.0,0.25,1.0
14,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.25,0.0
14,6,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
14,7,coordinated,10.0,0.5,25.0,15.0,1.0,0.75,0.25
14,8,coordinated,15.0,0.5,27.5,22.5,1.0,0.25,0.75
14,9,coordinated,15.0,0.5,27.5,22.5,0.75,0.5,0.25
14,10,coordinated,15.0,0.25,16.25,33.75,0.5,0.0,0.0
15,1,coordinated,10.0,0.25,17.5,22.5,1.0,1.0,0.0
15,2,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
15,3,coordinated,15.0,0.25,16.25,33.75,1.0,1.0,0.0
15,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.0
15,5,coordinated,10.0,0.5,25.0,15.0,0.75,1.0,0.25
15,6,coordinated,15.0,0.25,16.25,33.75,0.75,0.0,0.0
15,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
15,8,coordinated,10.0,0.5,25.0,15.0,0.5,0.5,0.25
15,9,coordinated,15.0,0.25,16.25,33.75,0.25,0.5,0.0
15,10,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.75
16,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.0
16,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.25
16,3,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
16,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.25
16,5,coordinated,10.0,0.25,17.5,22.5,1.0,1.0,0.25
16,6,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
16,7,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.25
16,8,coordinated,10.0,0.25,17.5,22.5,0.0,0.5,0.25
16,9,coordinated,10.0,0.5,25.0,15.0,0.75,0.5,0.75
16,10,coordinated,15.0,0.25,16.25,33.75,0.0,0.75,0.5
17,1,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
17,2,coordinated,10.0,0.0,10.0,30.0,0.0,0.75,0.25
17,3,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
17,4,coordinated,5.0,0.5,22.5,7.5,0.75,1.0,0.75
17,5,coordinated,15.0,0.5,27.5,22.5,0.5,1.0,0.5
17,6,coordinated,15.0,0.5,27.5,22.5,1.0,0.5,0.75
17,7,coordinated,15.0,0.0,5.0,45.0,0.25,0.0,0.5
17,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.0
17,9,coordinated,5.0,0.25,18.75,11.25,0.25,0.25,0.25
17,10,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.5
18,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
18,2,coordinated,10.0,0.5,25.0,15.0,0.75,0.75,0.25
18,3,coordinated,15.0,0.25,16.25,33.75,0.5,0.25,0.0
18,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.0
18,5,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.25
18,6,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
18,7,coordinated,10.0,0.5,25.0,15.0,0.75,0.75,0.25
18,8,coordinated,15.0,0.5,27.5,22.5,0.25,0.25,0.75
18,9,coordinated,15.0,0.5,27.5,22.5,0.25,0.5,0.25
18,10,coordinated,15.0,0.25,16.25,33.75,0.75,0.0,0.0
19,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
19,2,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.25
19,3,coordinated,15.0,0.25,16.25,33.75,0.0,0.0,0.0
19,4,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.0
19,5,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.75
19,6,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
19,7,coordinated,10.0,0.5,25.0,15.0,0.25,1.0,0.25
19,8,coordinated,15.0,0.5,27.5,22.5,0.75,0.25,0.75
19,9,coordinated,15.0,0.5,27.5,22.5,0.5,0.5,0.25
19,10,coordinated,15.0,0.25,16.25,33.75,1.0,0.0,0.0
20,1,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
20,2,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
20,3,coordinated,15.0,0.25,16.25,33.75,0.75,0.25,0.0
20,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.0
20,5,coordinated,10.0,0.25,17.5,22.5,0.25,1.0,0.25
20,6,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
20,7,coordinated,5.0,0.25,18.75,11.25,1.0,0.25,0.5
20,8,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,1.0
20,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.25
20,10,coordinated,5.0,0.25,18.75,11.25,0.5,0.75,1.0
21,1,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.0
21,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
21,3,coordinated,5.0,0.0,15.0,15.0,1.0,0.0,0.75
21,4,coordinated,5.0,0.25,18.75,11.25,0.5,0.25,0.75
21,5,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.5
21,6,coordinated,5.0,0.25,18.75,11.25,0.5,0.25,0.75
21,7,coordinated,10.0,0.0,10.0,30.0,0.0,0.5,0.0
21,8,coordinated,5.0,0.5,22.5,7.5,0.75,1.0,1.0
21,9,coordinated,15.0,0.25,16.25,33.75,0.75,0.5,0.25
21,10,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.75
22,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
22,2,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.25
22,3,coordinated,10.0,0.25,17.5,22.5,1.0,0.25,0.0
22,4,coordinated,10.0,0.25,17.5,22.5,1.0,0.75,0.25
22,5,coordinated,10.0,0.25,17.5,22.5,0.25,1.0,0.25
22,6,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.75
22,7,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
22,8,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.25
22,9,coordinated,10.0,0.5,25.0,15.0,1.0,0.5,0.75
22,10,coordinated,15.0,0.25,16.25,33.75,0.25,0.75,0.5
23,1,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.0
23,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
23,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
23,4,coordinated,5.0,0.25,18.75,11.25,1.0,0.25,0.75
23,5,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.5
23,6,coordinated,5.0,0.25,18.75,11.25,0.75,0.25,0.75
23,7,coordinated,10.0,0.0,10.0,30.0,0.75,0.5,0.0
23,8,coordinated,5.0,0.5,22.5,7.5,1.0,0.5,1.0
23,9,coordinated,15.0,0.0,5.0,45.0,0.0,0.5,0.25
23,10,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,0.0
24,1,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.0
24,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
24,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
24,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
24,5,coordinated,5.0,0.25,18.75,11.25,0.5,0.25,0.5
24,6,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.75
24,7,coordinated,5.0,0.5,22.5,7.5,0.25,0.5,0.5
24,8,coordinated,15.0,0.5,27.5,22.5,0.75,0.25,0.75
24,9,coordinated,15.0,0.25,16.25,33.75,0.0,0.5,0.25
24,10,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.75
25,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.0
25,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
25,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
25,4,coordinated,5.0,0.25,18.75,11.25,0.5,0.25,0.75
25,5,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.5
25,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
25,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
25,8,coordinated,5.0,0.0,15.0,15.0,1.0,0.25,0.0
25,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
25,10,coordinated,5.0,0.25,18.75,11.25,0.25,0.75,1.0
26,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
26,2,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.25
26,3,coordinated,10.0,0.25,17.5,22.5,0.75,0.25,0.0
26,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
26,5,coordinated,10.0,0.25,17.5,22.5,0.5,1.0,0.25
26,6,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
26,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.25
26,8,coordinated,10.0,0.25,17.5,22.5,1.0,0.5,0.25
26,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.5,0.75
26,10,coordinated,10.0,0.75,32.5,7.5,1.0,1.0,0.75
27,1,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.0
27,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
27,3,coordinated,5.0,0.0,15.0,15.0,1.0,0.0,0.75
27,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
27,5,coordinated,5.0,0.25,18.75,11.25,0.25,0.25,0.5
27,6,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.75
27,7,coordinated,5.0,0.25,18.75,11.25,0.5,0.25,0.5
27,8,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,1.0
27,9,coordinated,5.0,0.25,18.75,11.25,0.75,0.5,0.25
27,10,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.5
28,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,1.0
28,2,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.25
28,3,coordinated,15.0,0.25,16.25,33.75,0.5,0.25,0.0
28,4,coordinated,10.0,0.75,32.5,7.5,1.0,0.75,1.0
28,5,coordinated,20.0,0.5,30.0,30.0,0.25,0.5,0.25
28,6,coordinated,15.0,0.5,27.5,22.5,1.0,0.5,0.75
28,7,coordinated,15.0,0.25,16.25,33.75,0.5,0.0,0.5
28,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.5,0.25
28,9,coordinated,10.0,0.5,25.0,15.0,0.25,0.5,0.75
28,10,coordinated,15.0,0.5,27.5,22.5,1.0,0.75,0.5
29,1,coordinated,10.0,0.5,25.0,15.0,0.75,0.25,0.5
29,2,coordinated,15.0,0.5,27.5,22.5,0.25,1.0,1.0
29,3,coordinated,15.0,0.25,16.25,33.75,0.75,0.0,0.25
29,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.0
29,5,coordinated,10.0,0.25,17.5,22.5,1.0,1.0,0.25
29,6,coordinated,10.0,0.25,17.5,22.5,1.0,1.0,0.0
29,7,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.25
29,8,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.25
29,9,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.75
29,10,coordinated,10.0,0.75,32.5,7.5,0.75,1.0,1.0
30,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
30,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
30,3,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
30,4,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.25
30,5,coordinated,10.0,0.25,17.5,22.5,0.75,1.0,0.25
30,6,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
30,7,coordinated,10.0,0.0,10.0,30.0,0.0,0.75,0.25
30,8,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,1.0
30,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
30,10,coordinated,5.0,0.75,26.25,3.75,1.0,0.75,1.0
31,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
31,2,coordinated,10.0,0.5,25.0,15.0,1.0,0.75,0.25
31,3,coordinated,15.0,0.25,16.25,33.75,0.0,0.25,0.75
31,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.0
31,5,coordinated,10.0,0.5,25.0,15.0,0.25,1.0,0.25
31,6,coordinated,15.0,0.25,16.25,33.75,0.25,0.0,0.0
31,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.25,0.5
31,8,coordinated,15.0,0.5,27.5,22.5,0.5,0.25,0.75
31,9,coordinated,15.0,0.25,16.25,33.75,0.25,0.5,0.0
31,10,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.75
32,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
32,2,coordinated,10.0,0.5,25.0,15.0,0.75,0.75,0.25
32,3,coordinated,15.0,0.25,16.25,33.75,0.25,0.25,0.0
32,4,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.0
32,5,coordinated,10.0,0.5,25.0,15.0,0.5,1.0,0.25
32,6,coordinated,15.0,0.25,16.25,33.75,0.25,0.0,0.0
32,7,coordinated,10.0,0.5,25.0,15.0,1.0,0.25,0.5
32,8,coordinated,15.0,0.5,27.5,22.5,0.25,0.25,0.75
32,9,coordinated,15.0,0.5,27.5,22.5,1.0,0.5,0.25
32,10,coordinated,15.0,0.25,16.25,33.75,0.0,0.0,0.0
33,1,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
33,2,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
33,3,coordinated,15.0,0.25,16.25,33.75,1.0,0.25,0.0
33,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.0
33,5,coordinated,10.0,0.5,25.0,15.0,1.0,1.0,0.25
33,6,coordinated,15.0,0.25,16.25,33.75,0.5,0.0,0.0
33,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.5
33,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.5,0.0
33,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.5,0.75
33,10,coordinated,10.0,0.5,25.0,15.0,0.25,0.25,1.0
34,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
34,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.25
34,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
34,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.25
34,5,coordinated,10.0,0.25,17.5,22.5,0.75,1.0,0.25
34,6,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
34,7,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
34,8,coordinated,10.0,0.25,17.5,22.5,0.0,0.5,0.25
34,9,coordinated,10.0,0.5,25.0,15.0,0.75,0.5,0.75
34,10,coordinated,15.0,0.5,27.5,22.5,0.5,0.75,0.5
35,1,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,1.0
35,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,1.0
35,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
35,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
35,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
35,6,coordinated,5.0,0.25,18.75,11.25,0.5,0.5,1.0
35,7,coordinated,10.0,0.0,10.0,30.0,0.25,0.5,0.0
35,8,coordinated,5.0,0.25,18.75,11.25,0.0,0.25,1.0
35,9,coordinated,10.0,0.5,25.0,15.0,0.5,0.25,1.0
35,10,coordinated,15.0,0.75,38.75,11.25,1.0,0.75,0.5
36,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.0
36,2,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.25
36,3,coordinated,5.0,0.0,15.0,15.0,1.0,0.0,0.75
36,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
36,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
36,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
36,7,coordinated,5.0,0.5,22.5,7.5,1.0,0.5,0.5
36,8,coordinated,15.0,0.25,16.25,33.75,0.25,0.25,0.75
36,9,coordinated,10.0,0.5,25.0,15.0,0.75,0.25,0.5
36,10,coordinated,15.0,0.5,27.5,22.5,0.25,0.75,0.5
37,1,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.0
37,2,coordinated,5.0,0.25,18.75,11.25,0.0,1.0,0.25
37,3,coordinated,10.0,0.75,32.5,7.5,0.75,1.0,0.75
37,4,coordinated,20.0,0.25,15.0,45.0,1.0,0.0,0.5
37,5,coordinated,10.0,0.5,25.0,15.0,0.75,0.25,1.0
37,6,coordinated,15.0,0.25,16.25,33.75,1.0,0.0,0.0
